USER ID,alpine kimono,sweden kansas,student icon,supreme ivan,albert charlie,heavy trapeze,fabric tokyo,brother robin,tiger catalog,explain alex,trick bambino,lily square,oliver ballet,segment place,patent input,exit diet,zipper tibet,tobacco rubber,star drum,chariot neon,bicycle ambient,galileo eric,amazon campus,montana number,welcome visible,charm lucky,vampire mayday,english pinball,caesar egypt,modern small,amigo shampoo,talent finland,margo alien,jason disney,final limbo,frog command,java poem,iceberg frame,saddle ramirez,climax next,grand cactus,fiction resume,audio mango,screen silver,carmen song,armor ocean,matrix stuart,scoop spider,maximum permit,adam mimic,igloo monaco,pattern collect,liberal avatar,pigment pogo,prime common,voltage jasmine,block betty,aztec billy,canoe crimson,anita tornado,chaos paradox,zebra dinner,private belgium,group before,picasso cover,prelude derby,ticket think,episode direct,reward factor,ceramic binary,forever snow,europe italian,meaning popular,cliff enrico,arsenal greek,simple seminar,apple invest,basic gate,deal cafe,yoyo margin,infant taxi,initial bonanza,artist omega,marco control,alfred magnum,clinic vortex,change escape,slow buenos,prague wolf,sheriff sonata,cigar lagoon,equal comedy,bombay podium,helena robot,prodigy rhino,jumbo gray,radius wizard,fame quiz,bazaar complex,glass slogan
101014,2.658253,0.458603,1.330847,0.999031,1.473760,1.750766,0.452059,0.795011,1.526042,1.514416,0.161674,2.669423,1.564937,0.708455,0.327745,1.434176,0.189910,1.332184,1.668100,1.667877,4.040184,0.439155,0.599561,0.682012,0.799329,2.393762,0.991705,1.574171,0.936560,2.603494,0.408828,1.211575,0.551133,1.815783,2.532237,0.274205,0.984696,0.214150,2.446991,2.735379,1.664947,2.504022,0.491630,2.532046,0.833131,0.068518,0.112357,2.848864,4.997511,2.207972,1.454414,0.915283,0.146981,1.672810,1.842196,1.580168,1.061598,0.628398,1.765649,0.243465,0.780378,5.485376,3.084249,1.259703,2.020844,2.151428,1.325682,1.204093,0.590263,0.642166,0.954268,1.501319,1.021281,0.093925,3.953768,1.301747,1.720471,0.683022,0.915407,0.815686,0.982644,0.657837,1.192778,2.713884,1.362354,1.586828,0.781616,2.673340,0.471243,1.017928,2.616312,1.205468,0.821029,0.431567,3.791301,2.602085,0.299729,1.062619,1.613823,0.406720
101024,1.336549,1.570867,2.616269,0.242080,1.967485,2.546905,0.995180,1.403232,1.514302,0.315823,0.723886,2.064018,2.600932,0.050832,1.435196,1.664500,0.566765,2.310361,0.783625,2.009051,3.208929,0.169589,1.243054,0.537997,1.065068,3.752967,0.797586,0.729481,0.879389,1.953041,1.205757,1.168866,0.256623,1.114185,3.262839,0.454849,0.144970,1.693988,1.369799,3.939790,0.611138,3.823334,1.264178,0.743397,0.314285,1.366412,0.874947,3.763826,4.660444,1.058747,1.208417,0.062569,0.899288,0.916510,1.370680,1.846243,1.193083,1.393618,0.279381,2.984585,0.507559,5.423691,2.338680,0.114855,1.957670,2.024273,1.807248,1.004734,1.252301,2.032294,2.527678,2.750169,1.273955,0.982925,4.152786,0.873037,0.265634,2.555581,0.713609,1.472728,1.128085,1.891423,0.260811,2.608757,2.409435,1.974574,0.225633,2.284788,0.667636,0.847191,2.729988,1.040326,1.162171,2.044878,3.869062,3.840519,0.787909,0.443655,0.966308,0.908638
101029,1.192830,0.469005,1.031718,0.142908,0.471483,2.068226,0.915731,1.963252,0.926856,0.022601,1.563343,3.017644,1.219651,0.237341,2.134620,2.472151,3.018471,0.416527,1.760940,0.883786,2.646863,0.605558,0.767667,0.223884,0.016650,1.918632,2.168927,1.163773,0.624822,0.726964,0.563434,0.621456,0.291615,1.114098,1.868650,0.281916,0.375125,1.205290,1.914537,1.816436,1.947531,0.791851,0.511684,0.956934,1.396159,3.981196,1.775746,1.774013,2.707666,3.750925,0.872370,1.381360,2.495516,2.369558,0.731696,0.118859,1.891331,7.814220,1.110432,4.435742,1.345191,0.837520,0.234933,1.713166,0.396961,0.404971,1.981236,4.312559,0.792120,0.884048,0.478929,0.287203,1.308916,0.312233,0.189312,1.724852,0.706914,0.616894,2.152230,0.511635,2.358938,0.944537,0.837289,2.722526,2.141006,0.132693,0.297886,0.858101,1.220542,0.856348,0.691675,2.629198,1.522620,3.610069,1.424402,0.322046,1.452169,1.865702,2.053500,1.523531
101030,2.490015,1.234962,1.501308,0.460347,0.984860,2.136471,1.611099,0.002896,0.320325,1.495851,0.386706,2.752025,1.259032,0.188417,1.346254,2.427792,2.674452,1.020352,2.057062,0.031008,3.316620,1.177995,0.859182,0.385465,0.336174,3.062895,1.566724,1.671118,0.079006,0.740525,1.174062,0.550636,0.057112,0.842098,2.617556,0.137880,1.050938,2.051260,1.358995,1.127457,0.569670,0.309355,0.403641,1.994119,0.392001,4.530837,1.344286,1.641788,2.688452,2.453032,0.656670,2.733954,2.978839,2.280926,0.813744,0.054954,1.816738,6.085177,0.697964,2.130954,0.208551,1.069245,0.335957,2.851136,0.440311,0.228781,2.496218,2.569068,0.399902,1.638607,0.114150,1.271939,1.681043,0.242784,0.943776,1.267036,3.220486,1.944425,1.887270,0.727568,2.529073,2.181713,0.526836,2.758795,1.775870,0.459904,1.941368,1.008481,0.274145,0.311909,0.592694,3.244635,0.681800,2.373545,0.130817,0.038333,0.746504,1.307507,1.433171,0.271078
101037,1.386242,0.772231,2.026839,1.217362,1.892604,1.990395,1.461144,0.884995,1.444252,0.650146,0.358216,2.652636,2.517646,0.795621,1.165045,0.955297,0.581554,1.781069,1.373139,1.588111,2.399426,0.237911,0.503965,0.444733,0.949277,3.936747,0.163648,1.229483,1.214416,2.577218,0.953536,0.549997,0.046710,1.399633,3.449924,0.860456,0.126323,1.053832,2.107143,3.281265,0.919850,2.805038,0.733275,1.452158,0.192662,0.368349,1.075593,3.671202,4.200174,1.144648,1.209607,0.343955,0.972711,1.666711,2.111720,2.107286,0.625992,1.311417,0.194324,2.527501,0.859926,5.618550,2.936876,0.287286,1.861115,1.509394,1.053637,0.513335,0.907914,1.998635,1.384561,3.047007,0.606972,1.386530,3.855038,0.946025,0.490810,1.329448,1.076043,0.655542,1.123419,1.523417,0.052942,3.277481,2.244697,1.433100,0.257914,2.684366,0.829944,1.131666,2.794579,0.957112,1.310679,1.517298,4.439171,3.462875,0.296557,0.654703,0.792360,0.848695
101044,0.470714,3.366680,2.730647,0.818990,1.773097,1.279179,0.043035,1.774213,1.498980,1.763354,1.305080,1.723736,0.634372,1.543127,0.679980,2.337524,3.964715,1.491177,0.434584,0.132232,0.973492,0.592299,0.154220,4.598864,1.180642,1.666791,2.864765,0.827176,2.216142,0.011953,2.170455,0.586875,3.007048,0.281706,2.402704,0.111327,0.524047,2.843871,1.985077,0.742272,2.957185,0.451167,0.401716,1.309699,0.636054,3.417186,2.751159,0.646667,2.401529,4.053750,1.747079,0.608878,1.683303,0.056906,2.004222,2.299855,3.410181,1.535781,3.450602,2.491090,0.433541,0.030392,1.591674,1.305297,1.662104,0.661845,0.779863,0.075951,0.471080,0.337944,2.335276,0.468494,2.910195,2.104441,0.293828,2.084347,0.025212,0.604617,2.543041,1.172928,0.736214,0.841199,0.961071,2.553864,0.300928,0.707950,2.229639,3.651925,0.384870,1.497888,1.064681,0.236273,1.106503,2.672534,0.349632,1.638030,1.849696,0.953154,0.939510,0.064475
101050,0.684457,0.096803,1.531565,0.885101,2.268645,1.615603,1.726886,0.777313,1.656339,0.341590,0.146116,3.649422,2.690184,1.443403,1.379495,0.142185,0.620869,1.575444,1.576436,1.571838,2.327832,0.452559,0.402043,0.095233,0.313048,3.788596,0.013505,1.331901,0.797243,2.387842,0.921418,0.089421,0.221970,1.648704,2.799949,1.320121,0.907124,0.726293,1.824267,3.573657,0.913761,2.354645,0.569660,1.599188,0.086444,0.181119,1.175999,3.442786,4.166044,0.864733,0.698403,0.670417,0.331408,1.432440,1.961176,2.114817,1.502336,1.956203,0.031235,2.799812,1.194990,5.618783,3.074090,0.417469,2.023158,1.495191,0.955403,0.013411,1.642108,2.199235,1.365114,2.677966,0.845770,1.026088,3.797354,0.692923,0.174004,1.595452,1.258244,1.922095,1.436612,1.333922,0.162613,3.650594,2.867924,1.322084,0.509851,2.115285,0.499608,0.947407,3.055873,1.868448,0.935303,1.467747,4.602477,2.986816,0.403842,1.103847,1.070175,0.879150
101051,0.672489,3.262407,3.574443,1.433475,1.861140,0.254539,0.576306,1.845622,1.277105,1.407545,2.074764,0.753744,1.023825,2.323658,0.042780,1.405575,4.273607,1.095035,0.305091,0.068975,1.188742,0.320004,1.117825,5.350111,2.176012,2.315465,3.669338,1.307983,1.461007,0.564522,1.743007,0.175114,2.568307,0.281916,1.710197,0.880693,0.855255,1.945218,2.917662,1.549577,2.136620,2.162182,0.103286,1.532270,0.784198,2.609192,2.289279,0.882729,1.725420,3.449671,1.695366,0.073045,1.394685,0.595346,1.583786,1.672805,4.125654,1.932296,3.869183,2.382338,0.655084,0.185064,0.623280,0.880236,1.021337,0.529116,0.455223,0.684113,0.920947,1.181241,1.404266,0.603000,2.106158,1.693596,0.476536,2.144746,0.012135,0.455920,2.408677,1.454896,0.807317,0.938984,1.440634,1.592290,0.413790,0.522176,2.853820,3.343247,0.417987,1.532512,2.606839,0.689182,1.510048,3.136476,0.685767,2.177076,0.383444,0.219873,1.429551,0.502046
101052,0.151623,4.167511,3.925566,1.586236,1.828886,0.070583,0.195478,0.404492,1.538053,0.805760,2.465037,0.803662,0.763956,2.473598,1.544263,1.655240,3.954825,1.116288,0.062356,0.921907,0.878778,0.261763,1.327686,4.840800,1.401761,3.169915,2.870285,1.131815,2.072684,0.288673,2.024479,0.142621,2.950017,0.634670,1.181261,0.567760,0.309989,2.552806,3.490380,1.444427,3.407339,1.894473,0.970925,0.482902,1.198418,2.253478,2.615855,1.265077,2.442472,4.135589,0.873756,0.518271,1.349241,0.543172,2.191798,1.588891,3.742411,1.076434,3.058425,1.029442,0.542244,0.346245,0.343991,1.252813,1.308373,0.345515,0.346269,0.173162,0.799351,0.598941,0.176844,0.245029,2.387541,2.066085,0.442943,2.097532,0.571889,0.334298,1.865326,1.396163,0.593570,1.318251,0.375529,1.598549,0.217945,0.725475,1.980973,3.595061,0.783900,1.278696,1.539822,0.679935,1.725298,2.902164,0.635865,1.773611,0.186463,0.193699,0.829080,1.199227
101058,0.995896,0.252497,1.221675,0.360597,2.052446,1.457513,1.434494,0.269429,1.666184,0.631194,0.021821,3.701596,2.310949,1.614126,1.179433,0.104788,0.138090,1.132819,1.630817,1.769490,2.950471,0.414685,0.079611,0.237279,0.327421,3.388316,0.458752,1.713839,0.941929,2.503106,0.873843,0.298392,0.428266,1.351674,2.094625,0.989789,0.567693,0.546023,1.898920,3.556053,0.809338,2.397168,0.997023,1.602527,0.001080,0.244613,1.087649,3.794484,3.993233,1.714621,1.344631,0.845645,0.326975,2.014990,2.526077,1.756014,0.899723,1.122948,0.041153,2.661704,0.354893,5.499754,3.039270,0.420150,1.645214,1.460709,0.750439,0.321567,1.323669,2.170238,1.590376,2.179562,0.854003,0.449786,3.686393,1.209227,0.808083,1.209059,0.430984,1.054834,1.322605,1.039496,0.371391,3.261104,2.659886,1.205878,0.164127,2.019656,0.578612,0.616147,3.113402,1.760705,1.205406,1.238246,4.107176,3.114428,0.285530,0.853980,1.136887,0.974750
101067,1.025486,2.861667,3.323690,1.437559,1.402840,0.346496,0.459934,1.986402,0.994683,1.313448,2.572891,0.383690,0.304655,2.792297,0.581457,0.950456,4.261467,1.419222,0.127921,0.346313,1.395415,0.503251,1.801088,5.424242,2.052992,1.924070,4.120182,1.389723,1.659573,0.058481,2.300883,0.191448,1.925596,0.096919,1.835083,0.669533,1.155088,2.521817,2.561369,0.843156,2.139384,2.381639,0.344189,1.279386,0.757868,2.744377,1.895652,0.577857,1.728643,3.375163,1.046541,0.172362,1.328234,0.617365,1.031212,1.876188,3.775712,2.171436,4.418031,2.515951,0.243865,0.178149,0.392420,0.469499,1.556202,0.130090,0.732042,0.494941,1.043059,1.645282,1.182514,0.506018,2.500444,1.715508,0.777587,2.357922,0.331332,0.280718,3.218808,1.361608,0.708005,0.582453,1.714519,1.476979,0.848434,0.285310,3.204162,3.210220,0.561285,2.108025,2.472392,0.542830,0.854647,3.082555,0.076158,2.641598,0.607817,0.002695,1.721748,1.000858
101069,1.593065,0.480729,0.060969,0.825655,0.449343,1.373166,1.398988,2.807342,0.508036,0.728224,2.323160,4.418334,1.074539,1.949467,2.107179,3.695331,2.910732,0.771454,1.341173,1.159456,3.436179,0.071396,2.560585,0.887548,0.668370,1.858694,2.240826,0.064527,0.601614,1.150653,0.907091,0.512372,0.345786,1.662644,0.714202,0.988984,0.050265,0.913649,3.062668,1.622852,1.340248,3.225999,0.772015,0.253975,1.605611,3.606280,1.503013,1.865652,2.309239,3.717160,0.116091,0.500406,2.013689,0.883273,0.408887,0.400433,1.210557,7.928395,1.675855,4.761771,1.047670,0.379577,1.404552,1.846486,0.833151,0.358123,3.340945,3.330222,0.164290,0.584643,1.524802,0.703201,1.737881,0.980582,0.002207,1.226110,0.578510,0.444795,2.346954,0.277000,2.142186,1.033593,0.832699,3.644569,2.397183,0.293143,1.087219,0.827596,0.982650,0.277960,0.273938,2.645124,1.507880,3.722967,1.267132,1.304784,3.219292,2.420351,1.511428,1.856445
101070,1.081099,2.439767,2.543477,0.843794,1.077020,0.272513,0.264278,2.651883,1.917254,1.876869,0.661520,1.471211,0.405501,1.303214,0.479951,2.112770,4.097988,2.077354,0.914002,0.316677,1.219139,0.888456,0.165497,4.455826,0.923364,1.701449,2.651354,0.581695,2.107681,0.055084,1.799596,0.043517,3.283603,0.059178,2.944208,0.423135,0.476686,2.911000,1.761617,0.693549,3.040665,0.301072,0.483368,1.525165,0.043443,3.757324,2.464303,0.830848,3.144488,3.798221,1.812636,0.757706,1.511011,0.037941,2.356380,1.509016,3.108213,1.742136,4.228274,2.761941,0.297790,0.962531,1.187042,0.889162,0.865751,0.078876,0.412594,0.529773,0.069650,1.262654,2.552209,0.402811,2.398361,1.694667,0.510893,2.100680,0.625757,1.126602,2.775712,0.892738,0.632838,0.265321,1.391538,2.480975,0.624331,1.401841,3.401681,3.461171,0.531230,0.753312,1.535144,0.011266,0.559013,2.753366,0.258891,1.345302,1.452787,0.401233,1.355856,0.362055
101078,2.504822,0.743633,1.919793,0.013725,1.220468,2.185942,1.348611,0.589084,0.726630,0.346427,1.264564,2.930507,1.962058,0.163688,1.320859,2.712619,2.416796,0.387149,1.997770,0.620690,3.508977,0.628204,1.200360,0.628155,0.099399,2.623533,1.949228,1.205464,0.302272,0.460681,0.780614,0.976402,0.540262,0.225996,2.329866,0.270890,1.022146,1.810410,1.972229,0.808169,1.153267,1.001084,0.235148,1.399481,1.015649,4.396042,1.218806,1.869396,2.823022,2.725358,0.372949,1.997087,2.718680,2.456572,0.663637,0.179026,1.564085,7.119906,0.256612,3.050628,0.589109,1.273551,0.605852,2.560539,0.649561,0.161304,2.161431,3.777999,0.217287,0.802269,0.259704,1.008129,1.668373,0.329026,0.445442,1.617041,2.061847,1.132285,2.570902,0.417288,2.995077,1.958129,0.452389,2.236382,2.091338,0.018575,0.990548,0.933010,0.623916,0.790178,0.003113,2.697149,0.821261,2.915728,0.414137,0.397494,1.668560,1.034843,1.643934,0.417025
