USER ID,PRODUCT,RATING
101234,horizon norway,8
101234,topic rover,8
101234,peru king,8
101234,stop tropic,3
101234,strong plume,3
101234,front salami,5
101234,optimal recycle,4
101234,popcorn shannon,5
101234,adrian crater,9
101234,swing martin,5
101234,story respect,8
101234,lobster diana,5
101234,banjo ladder,6
101234,current pony,8
101234,image jessica,5
101234,spend oberon,6
101234,anagram mentor,9
101234,distant list,8
101234,house vodka,3
101235,violet saga,3
101235,salute joshua,0
101235,horizon norway,8
101235,pepper chicago,2
101235,apropos pizza,5
101235,kayak analog,6
101235,imagine disco,7
101235,voodoo planet,8
101235,ventura puzzle,0
101235,distant list,6
101239,salute joshua,1
101239,vista queen,10
101239,meter sigma,1
101239,adrian crater,3
101239,tripod stand,9
101239,calypso zigzag,0
101239,studio classic,8
101239,banjo ladder,5
101239,voodoo planet,1
101240,premium bread,3
101240,salute joshua,9
101240,vista queen,5
101240,nina sailor,7
101240,oregano option,7
101240,june monica,3
101240,motor modular,4
101240,lobster diana,6
101240,company polo,6
101240,spend oberon,5
101240,house vodka,6
101247,secret postage,6
101247,pepper chicago,6
101247,sensor child,3
101247,peru king,6
101247,kayak analog,5
101247,meter sigma,4
101247,diploma moment,4
101247,scale nepal,5
101247,kitchen active,5
101247,current pony,6
101247,image jessica,4
101247,spend oberon,5
101247,oxford open,3
101249,topic rover,5
101249,conan antenna,6
101249,june monica,1
101249,bronze mystic,3
101249,garden jimmy,5
101249,panic inside,9
101249,saint desert,8
101249,diploma moment,8
101249,swing martin,9
101249,tripod stand,8
101249,lobster diana,4
101249,risk corona,0
101252,violet saga,1
101252,vista queen,6
101252,topic rover,10
101252,strong plume,1
101252,conan antenna,1
101252,ninja history,6
101252,civil book,5
101252,process volume,8
101252,bandit anatomy,9
101252,ritual product,9
101252,tripod stand,1
101252,kitchen active,1
101252,spend oberon,1
101252,distant list,9
101252,oxford open,10
101252,house vodka,1
101257,pepper chicago,3
101257,topic rover,6
101257,oregano option,7
101257,strong plume,2
101257,june monica,6
101257,garden jimmy,7
101257,story respect,1
101257,mexico stretch,8
101257,risk corona,7
101257,barcode arnold,6
101266,update lola,2
101266,vista queen,6
101266,front salami,1
101266,garden jimmy,3
101266,ninja history,5
101266,studio classic,7
101266,imagine disco,9
101271,salute joshua,1
101271,picnic locate,4
101271,civil book,4
101271,scale nepal,4
101271,kitchen active,4
101271,sweet alert,5
101271,risk corona,6
101279,topic rover,4
101279,bronze mystic,8
101279,kayak analog,10
101279,garden jimmy,3
101279,process volume,8
101279,story respect,10
101279,lobster diana,7
101279,mexico stretch,1
101279,barcode arnold,5
101284,violet saga,4
101284,salute joshua,5
101284,nina sailor,4
101284,inch fragile,5
101284,panic inside,6
101284,ninja history,5
101284,civil book,3
101284,calypso zigzag,3
101284,studio classic,6
101284,lobster diana,3
101284,viva avalon,6
101284,mexico stretch,6
101284,barcode arnold,4
101284,distant list,4
101284,bazooka diagram,3
101292,sensor child,7
101292,topic rover,4
101292,apropos pizza,6
101292,panic inside,5
101292,tourist micro,7
101292,diploma moment,3
101292,process volume,5
101292,bandit anatomy,5
101292,calypso zigzag,5
101292,lotus sherman,5
101292,risk corona,4
101292,barcode arnold,4
101294,secret postage,6
101294,violet saga,5
101294,vista queen,3
101294,oregano option,5
101294,conan antenna,4
101294,lobster diana,5
101294,lotus sherman,4
101294,current pony,5
101294,sweet alert,4
101294,ventura puzzle,6
101294,forum bravo,6
101298,violet saga,4
101298,kayak analog,1
101298,garden jimmy,8
101298,optimal recycle,3
101298,meter sigma,10
101298,adrian crater,8
101298,motor modular,1
101298,diploma moment,8
101298,tripod stand,1
101298,lotus sherman,1
101298,sweet alert,0
101298,image jessica,2
101298,distant list,7
101298,bazooka diagram,6
101298,house vodka,6
101302,peru king,1
101302,strong plume,9
101302,front salami,4
101302,picnic locate,9
101302,tripod stand,10
101302,current pony,1
101302,anagram mentor,1
101311,conan antenna,8
101311,sabine danube,6
101311,front salami,2
101311,inch fragile,1
101311,picnic locate,7
101311,ritual product,7
101311,imagine disco,8
101311,banjo ladder,8
101311,distant list,2
101319,horizon norway,1
101319,pepper chicago,7
101319,panic inside,2
101319,evita soviet,9
101319,meter sigma,3
101319,motor modular,2
101319,process volume,3
101319,lobster diana,6
101319,lotus sherman,7
101319,kitchen active,8
101319,distant list,1
101325,premium bread,3
101325,violet saga,3
101325,apropos pizza,2
101325,wheel gibson,1
101325,tourist micro,7
101325,motor modular,0
101325,saint desert,5
101325,civil book,7
101325,story respect,10
101325,imagine disco,4
101325,sweet alert,9
101325,company polo,1
101334,salsa impress,4
101334,front salami,6
101334,bronze mystic,5
101334,picnic locate,5
101334,panic inside,2
101334,casino unit,5
101334,evita soviet,5
101334,saint desert,5
101334,process volume,4
101334,banjo ladder,5
101334,meteor slalom,8
101334,image jessica,4
101334,spend oberon,6
101334,anagram mentor,3
101334,oxford open,6
101336,violet saga,5
101336,vista queen,6
101336,conan antenna,6
101336,sabine danube,5
101336,picnic locate,7
101336,ninja history,4
101336,civil book,3
101336,process volume,5
101336,tripod stand,4
101336,viva avalon,6
101336,helium exact,5
101336,sweet alert,3
101336,spend oberon,5
101345,june monica,5
101345,picnic locate,1
101345,evita soviet,2
101345,meter sigma,9
101345,tripod stand,7
101345,story respect,10
101345,calypso zigzag,8
101345,barcode arnold,1
101354,secret postage,1
101354,vista queen,8
101354,oregano option,0
101354,sabine danube,10
101354,front salami,1
101354,optimal recycle,7
101354,evita soviet,0
101354,adrian crater,5
101354,studio classic,6
101354,meteor slalom,8
101354,image jessica,10
101354,forum bravo,0
101363,update lola,9
101363,apropos pizza,7
101363,oregano option,4
101363,june monica,6
101363,garden jimmy,8
101363,optimal recycle,8
101363,ninja history,6
101363,lotus sherman,1
101363,kitchen active,6
101363,ship canal,3
101363,bazooka diagram,9
101363,house vodka,5
101369,salute joshua,6
101369,stop tropic,7
101369,bronze mystic,3
101369,evita soviet,5
101369,civil book,6
101369,ritual product,6
101369,swing martin,6
101369,tripod stand,4
101369,calypso zigzag,6
101369,mexico stretch,5
101369,current pony,4
101369,company polo,7
101369,spend oberon,4
101369,anagram mentor,5
101372,topic rover,7
101372,story respect,0
101380,premium bread,10
101380,peru king,6
101380,oregano option,7
101380,conan antenna,3
101380,wheel gibson,4
101380,panic inside,9
101380,evita soviet,5
101380,civil book,7
101380,story respect,3
101380,studio classic,4
101380,lobster diana,6
101380,lotus sherman,0
101380,helium exact,3
101380,company polo,8
101380,bazooka diagram,8
101388,salsa impress,9
101388,violet saga,4
101388,nina sailor,8
101388,conan antenna,4
101388,evita soviet,10
101388,saint desert,3
101388,diploma moment,5
101388,civil book,7
101388,bandit anatomy,5
101388,swing martin,4
101388,imagine disco,2
101388,lobster diana,7
101388,lotus sherman,7
101388,helium exact,1
101388,mexico stretch,4
101388,risk corona,7
101388,voodoo planet,2
101388,barcode arnold,1
101388,distant list,8
101392,update lola,8
101392,evita soviet,4
101392,popcorn shannon,8
101392,story respect,6
101392,studio classic,5
101392,mexico stretch,5
101392,oxford open,3
101398,update lola,5
101398,horizon norway,4
101398,june monica,4
101398,bronze mystic,5
101398,popcorn shannon,5
101398,diploma moment,4
101398,civil book,5
101398,bandit anatomy,5
101398,sweet alert,4
101398,forum bravo,5
101407,salsa impress,5
101407,nina sailor,8
101407,topic rover,4
101407,peru king,7
101407,picnic locate,3
101407,adrian crater,3
101407,diploma moment,4
101407,civil book,8
101407,ritual product,5
101407,viking llama,5
101409,violet saga,4
101409,salute joshua,1
101409,vista queen,5
101409,sensor child,1
101409,bronze mystic,4
101409,inch fragile,1
101409,panic inside,7
101409,casino unit,4
101409,evita soviet,2
101409,motor modular,8
101409,ritual product,7
101409,viking llama,1
101409,studio classic,6
101409,lobster diana,4
101409,lotus sherman,3
101409,meteor slalom,6
101409,barcode arnold,8
101415,salute joshua,4
101415,pepper chicago,9
101415,conan antenna,4
101415,sabine danube,9
101415,wheel gibson,2
101415,casino unit,5
101415,diploma moment,3
101415,process volume,2
101415,tripod stand,10
101415,lobster diana,7
101415,ship canal,5
101415,helium exact,3
101415,ventura puzzle,5
101415,company polo,8
101415,distant list,1
101415,house vodka,5
101416,salute joshua,5
101416,topic rover,6
101416,picnic locate,2
101416,optimal recycle,2
101416,meter sigma,8
101416,process volume,8
101416,lobster diana,5
101416,kitchen active,5
101416,banjo ladder,6
101416,company polo,2
101416,image jessica,5
101416,oxford open,10
101416,bazooka diagram,4
101426,topic rover,8
101426,apropos pizza,3
101426,conan antenna,2
101426,evita soviet,2
101426,adrian crater,9
101426,motor modular,6
101426,saint desert,7
101426,viking llama,1
101426,lobster diana,5
101426,kitchen active,3
101426,company polo,5
101435,premium bread,6
101435,front salami,4
101435,optimal recycle,7
101435,wheel gibson,0
101435,ninja history,6
101435,diploma moment,5
101435,bandit anatomy,4
101435,scale nepal,4
101435,kitchen active,6
101435,ship canal,5
101435,current pony,5
101435,risk corona,4
101435,ventura puzzle,6
101435,company polo,3
101435,barcode arnold,6
101435,forum bravo,6
101435,oxford open,8
101442,salsa impress,7
101442,vista queen,1
101442,bronze mystic,3
101442,kayak analog,5
101442,picnic locate,5
101442,garden jimmy,8
101442,ship canal,6
101442,sweet alert,2
101442,bazooka diagram,4
101448,peru king,5
101448,oregano option,8
101448,garden jimmy,9
101448,motor modular,10
101448,imagine disco,7
101448,lotus sherman,0
101448,helium exact,3
101448,ventura puzzle,4
101453,horizon norway,5
101453,pepper chicago,4
101453,nina sailor,5
101453,sensor child,6
101453,topic rover,6
101453,stop tropic,5
101453,inch fragile,6
101453,picnic locate,2
101453,optimal recycle,4
101453,process volume,7
101453,ritual product,1
101453,ship canal,5
101453,company polo,3
101453,anagram mentor,4
101453,bazooka diagram,3
101459,premium bread,4
101459,strong plume,7
101459,inch fragile,5
101459,popcorn shannon,7
101459,ritual product,3
101459,tripod stand,3
101459,banjo ladder,6
101459,sweet alert,8
101459,voodoo planet,6
101459,oxford open,8
101465,secret postage,1
101465,peru king,3
101465,strong plume,9
101465,picnic locate,9
101465,panic inside,9
101465,saint desert,7
101465,bandit anatomy,9
101465,tripod stand,6
101465,viking llama,3
101465,ship canal,9
101465,spend oberon,4
101472,topic rover,2
101472,apropos pizza,5
101472,strong plume,6
101472,front salami,3
101472,bronze mystic,8
101472,kayak analog,5
101472,optimal recycle,7
101472,diploma moment,5
101472,imagine disco,6
101472,risk corona,3
101472,distant list,5
101482,premium bread,10
101482,update lola,10
101482,violet saga,8
101482,nina sailor,9
101482,oregano option,5
101482,kayak analog,5
101482,inch fragile,7
101482,evita soviet,3
101482,story respect,3
101482,calypso zigzag,8
101482,imagine disco,8
101482,mexico stretch,9
101482,meteor slalom,5
101482,anagram mentor,2
101490,salute joshua,8
101490,horizon norway,2
101490,nina sailor,5
101490,stop tropic,7
101490,inch fragile,3
101490,evita soviet,5
101490,swing martin,7
101490,scale nepal,8
101490,banjo ladder,6
101490,mexico stretch,5
101490,current pony,1
101490,risk corona,4
101490,company polo,7
101490,house vodka,8
101499,premium bread,4
101499,horizon norway,6
101499,oregano option,3
101499,sabine danube,3
101499,evita soviet,5
101499,ninja history,6
101499,diploma moment,7
101499,lotus sherman,9
101499,ship canal,6
101499,meteor slalom,8
101502,vista queen,3
101502,peru king,9
101502,sabine danube,9
101502,front salami,7
101502,kayak analog,1
101502,ninja history,5
101502,saint desert,5
101502,viking llama,2
101502,imagine disco,2
101502,risk corona,8
101502,spend oberon,9
101505,premium bread,5
101505,salsa impress,0
101505,peru king,9
101505,june monica,1
101505,bronze mystic,9
101505,panic inside,0
101505,adrian crater,9
101505,image jessica,1
101505,anagram mentor,0
101505,oxford open,9
101509,salute joshua,5
101509,pepper chicago,4
101509,oregano option,7
101509,stop tropic,1
101509,meter sigma,1
101509,adrian crater,3
101509,story respect,5
101509,image jessica,5
101509,house vodka,4
101518,secret postage,0
101518,vista queen,3
101518,sensor child,1
101518,june monica,10
101518,garden jimmy,5
101518,casino unit,6
101518,motor modular,1
101518,saint desert,5
101518,kitchen active,2
101518,mexico stretch,5
101518,company polo,2
101518,anagram mentor,10
101518,distant list,10
101523,nina sailor,2
101523,apropos pizza,1
101523,june monica,10
101523,picnic locate,0
101523,garden jimmy,3
101523,swing martin,4
101523,story respect,10
101523,scale nepal,0
101523,kitchen active,2
101523,house vodka,3
101530,conan antenna,4
101530,sabine danube,6
101530,inch fragile,3
101530,wheel gibson,5
101530,viva avalon,5
101530,forum bravo,4
101530,distant list,3
101530,house vodka,4
101532,premium bread,6
101532,pepper chicago,3
101532,conan antenna,5
101532,kayak analog,8
101532,inch fragile,0
101532,optimal recycle,6
101532,meter sigma,6
101532,tourist micro,0
101532,saint desert,8
101532,viking llama,0
101532,lotus sherman,3
101532,risk corona,7
101532,distant list,6
101541,horizon norway,4
101541,vista queen,7
101541,sensor child,3
101541,casino unit,7
101541,meter sigma,2
101541,diploma moment,4
101541,civil book,5
101541,scale nepal,4
101551,horizon norway,4
101551,june monica,9
101551,panic inside,2
101551,tourist micro,10
101551,diploma moment,4
101551,calypso zigzag,4
101551,ventura puzzle,10
101561,salsa impress,6
101561,oregano option,7
101561,bronze mystic,5
101561,kayak analog,5
101561,ninja history,4
101561,tripod stand,3
101561,calypso zigzag,7
101561,kitchen active,5
101561,voodoo planet,7
101561,house vodka,5
101571,premium bread,1
101571,salute joshua,8
101571,vista queen,0
101571,kayak analog,2
101571,wheel gibson,4
101571,evita soviet,5
101571,popcorn shannon,7
101571,saint desert,4
101571,tripod stand,3
101571,imagine disco,5
101571,banjo ladder,7
101571,ventura puzzle,7
101581,sensor child,2
101581,motor modular,9
101581,lobster diana,3
101581,scale nepal,6
101581,oxford open,9
101581,house vodka,4
101591,premium bread,3
101591,peru king,3
101591,front salami,5
101591,meter sigma,8
101591,saint desert,6
101591,story respect,6
101591,kitchen active,5
101591,risk corona,1
101591,company polo,3
101601,violet saga,8
101601,sensor child,2
101601,peru king,3
101601,sabine danube,2
101601,front salami,4
101601,june monica,0
101601,casino unit,6
101601,tourist micro,6
101601,motor modular,8
101601,story respect,6
101601,studio classic,4
101601,ventura puzzle,6
101601,barcode arnold,6
101601,oxford open,4
101606,update lola,6
101606,vista queen,4
101606,nina sailor,8
101606,sabine danube,1
101606,june monica,4
101606,bronze mystic,7
101606,process volume,3
101606,swing martin,5
101606,calypso zigzag,5
101606,lobster diana,7
101606,scale nepal,8
101606,ship canal,8
101606,helium exact,5
101606,mexico stretch,4
101606,ventura puzzle,10
101606,distant list,2
101612,sensor child,2
101612,strong plume,0
101612,garden jimmy,6
101612,evita soviet,7
101612,civil book,4
101612,bandit anatomy,2
101612,barcode arnold,3
101612,oxford open,1
101622,update lola,7
101622,violet saga,3
101622,vista queen,9
101622,nina sailor,3
101622,apropos pizza,7
101622,june monica,2
101622,picnic locate,2
101622,garden jimmy,3
101622,tripod stand,7
101622,viva avalon,5
101622,banjo ladder,1
101622,helium exact,0
101622,image jessica,6
101622,spend oberon,7
101627,horizon norway,5
101627,front salami,8
101627,kayak analog,1
101627,picnic locate,5
101627,adrian crater,9
101627,story respect,0
101627,banjo ladder,1
101627,company polo,1
101630,sensor child,7
101630,apropos pizza,4
101630,stop tropic,7
101630,june monica,7
101630,garden jimmy,7
101630,optimal recycle,4
101630,panic inside,6
101630,evita soviet,5
101630,viking llama,4
